week,job_board_spend,linkedin_spend,events_spend,youtube_ads_spend,google_ads_spend,client_outreach_spend,unemployment_rate,job_openings,payrolls,placements
2021-12-19,66373.54400035938,51832.7212475369,20279.912722062505,17178.435400466875,32126.151624056118,9638.713328061223,3.9,11417.0,149816.0,93.58930840239168
2021-12-26,62974.26294378935,44109.43384152997,27383.83056217047,16319.37548239361,39540.66870245291,13042.991602791039,3.9,11417.0,149816.0,98.38349319519925
2022-01-02,62517.35995134667,44016.50547674962,26545.686396102945,10611.627188252465,34935.616471800844,9800.61494449588,4.0,11238.0,150006.0,97.83292578274919
2022-01-09,73123.52302215925,54526.176241664,27014.811180094253,16943.087131529926,33544.49238490113,8656.70890731841,4.0,11238.0,150006.0,102.46982644344222
2022-01-16,77623.66834985257,51464.22705733058,29996.28459989862,13688.25942158067,38520.958170924416,8621.18693501568,4.0,11238.0,150006.0,107.76990110909539
2022-01-23,78448.63808297497,58231.260901423746,24081.57829121766,19991.436958780512,27120.297388549254,13200.299444218212,4.0,11238.0,150006.0,111.33552202134133
2022-01-30,67516.10889033883,57882.39941211425,27873.308707440592,19447.45262651487,37637.774008882916,9670.91322049032,4.0,11238.0,150006.0,117.80893803841383
2022-02-06,72605.77870190838,55640.72552370893,23372.087994655012,15872.926974234655,40468.593441981306,15971.299252779876,3.9,11661.0,150825.0,113.08024507660775
2022-02-13,78369.33917452845,51957.1090576172,26970.996814010043,17471.023036665796,32110.902594232386,8511.223710016473,3.9,11661.0,150825.0,118.86837811759207
2022-02-20,84043.50300744461,48821.93199007588,25087.513767357603,16126.03121373017,43182.359731621764,16262.02725617809,3.9,11661.0,150825.0,118.5974601713917
2022-02-27,74893.67974906265,56006.83484808264,26567.612962956817,19373.937561675404,40477.9353369675,13463.351503401851,3.9,11661.0,150825.0,120.5970590689569
2022-03-06,77837.48737816855,64491.21792705228,29354.818532122987,22649.70201520753,37907.39845180442,12996.090478728423,3.7,12134.0,151315.0,125.29441814310216
2022-03-13,72127.01288488046,61188.080741973215,22532.682484806854,17010.661286724033,42466.80631588647,12222.054776869209,3.7,12134.0,151315.0,120.1194151789457
2022-03-20,72068.55311496655,52857.0669403765,37275.93620627104,21622.63941743634,49303.7711729832,14205.272142626012,3.7,12134.0,151315.0,126.3464271784745
2022-03-27,86530.41980407559,61671.139840594224,21917.492774940216,18619.911906711728,41148.83454389208,13398.520436369667,3.7,12134.0,151315.0,126.34394978900492
2022-04-03,90563.44764185621,63114.22985976837,20952.312750014826,17888.823363678082,41527.766066131575,15718.231671009788,3.7,11881.0,151623.0,128.01450880294678
2022-04-10,80617.7379636957,55538.21199386173,32831.15730575302,19959.361123825838,38723.46080921804,13748.756766450419,3.7,11881.0,151623.0,126.48556696862438
2022-04-17,88024.86930365911,61672.45489948438,30958.35980928633,17144.307787345613,37100.692031348306,13800.62669265958,3.7,11881.0,151623.0,132.76776213705617
2022-04-24,83240.01918058167,60880.677564612175,30023.454753676855,18516.19383527051,43675.6267688011,12724.203409780328,3.7,11881.0,151623.0,123.49420486799846
2022-05-01,75737.54100234684,53332.212676453295,29892.853974515634,16469.711143379132,36702.35433865589,13261.671966654983,3.6,11483.0,151924.0,121.05949211155819
2022-05-08,82173.0174897479,61879.16035048145,26486.515552828427,25804.987461546418,40107.88907447207,13889.478246315619,3.6,11483.0,151924.0,121.60381734897513
2022-05-15,89655.36168750103,62531.536449888845,21810.09671665059,19828.067086475,37533.92307405916,9727.847501726623,3.6,11483.0,151924.0,120.16157870357908
2022-05-22,77753.20125302687,65001.29510414905,26380.35063323414,17401.819357721375,40917.91106638383,10304.293076921327,3.6,11483.0,151924.0,118.26747021507484
2022-05-29,87955.32906309984,64074.929916510766,22281.799266573373,19892.645600303116,39836.06015734869,14320.332100112395,3.6,11483.0,151924.0,123.31854158524668
2022-06-05,57564.043731245845,48660.678387162996,30176.351820380107,18638.580715896023,42101.28950696862,12992.10745290156,3.6,11256.0,152358.0,119.59682746172214
2022-06-12,80473.69245420676,50413.33095319441,24171.504733682705,18017.18493229538,35320.12186637111,12085.42914789134,3.6,11256.0,152358.0,111.20474183960583
2022-06-19,74085.7686119086,58197.540953933,20364.66039411791,20211.609883690628,35658.71982594721,12282.941055171019,3.6,11256.0,152358.0,108.66768712066826
2022-06-26,70097.57475631444,57225.68536265488,22456.612861593538,20320.179682535792,32180.258241658525,12726.934445652594,3.6,11256.0,152358.0,110.02800104327129
2022-07-03,71526.04636598106,56253.07681551071,25692.564248122308,16129.426789726554,33664.687424811826,10734.434127753371,3.5,11610.0,153072.0,104.75122171692925
2022-07-10,55663.83324868335,75299.00068209553,20373.649119609996,15666.749190788361,36297.60979762421,10039.52649101031,3.5,11610.0,153072.0,106.13516453154877
2022-07-17,66753.29951136113,54643.5951088268,18652.565597575747,16247.595590100997,37173.45582969327,11773.524297899316,3.5,11610.0,153072.0,102.7402158425685
2022-07-24,69546.85493746714,57098.69404374728,23567.458369754535,9856.003240014476,29834.872171731957,9217.765600917422,3.5,11610.0,153072.0,93.61196718340337
2022-07-31,76210.44071378167,55122.89738140251,23179.893655740634,11920.722413552108,36411.01488071817,11794.035911527455,3.5,11610.0,153072.0,102.46761220647797
2022-08-07,61136.7268601478,52481.81129888229,19053.490252498796,20291.77739934941,37804.86062925147,7388.93585620154,3.6,10148.0,153362.0,100.7061978350807
2022-08-14,58104.003113416285,45930.97828240938,18899.29458313125,20875.767723921002,33535.468779729104,12685.55433026272,3.6,10148.0,153362.0,91.00021089234377
2022-08-21,59366.0368331341,51712.567426629,22119.695066196804,14972.47591588733,38946.351319345194,11424.917654530396,3.6,10148.0,153362.0,90.76387440103024
2022-08-28,68532.00843319065,41956.19391973167,13467.642828938755,17260.719291486334,27966.940008223773,10866.091736840439,3.6,10148.0,153362.0,89.0946329211767
2022-09-04,63815.320343500214,44714.63529147176,13467.368653411366,16312.266107601214,25778.412474695542,12217.725730538099,3.5,10812.0,153582.0,86.62513429439682
2022-09-11,57350.55342884761,42881.97485443805,16760.73717881012,24501.361139169934,23414.55643199133,13507.428031461302,3.5,10812.0,153582.0,86.18352865564607
2022-09-18,64360.17487384366,46066.721967855556,19188.531855457488,18550.550444816272,36367.82866698181,12156.623937044624,3.5,10812.0,153582.0,92.79317388117474
2022-09-25,61325.17589114336,59372.17618432136,21769.748843225712,14777.65548698447,32940.279148269765,6425.857044954555,3.5,10812.0,153582.0,86.27151558338521
2022-10-02,67478.18935233487,34319.664658403,27609.339224282645,12307.797282849886,30126.498525660503,7557.125136296039,3.6,10488.0,153939.0,81.67255892661028
2022-10-09,56010.331156007465,49811.088252108784,24596.532387059742,10411.836742514515,31582.225911853748,8904.479980133465,3.6,10488.0,153939.0,79.6277863087497
2022-10-16,59031.80735074951,36317.7865555625,19642.12147582749,15941.75150183514,26160.764999273437,10273.08916324398,3.6,10488.0,153939.0,80.15717917902742
2022-10-23,59151.32708561736,43590.47192342024,20536.94701300071,13204.968803532705,40731.04999723854,11351.332067195322,3.6,10488.0,153939.0,85.3901495685441
2022-10-30,52385.737008725024,53506.459816041584,15864.133725360905,11390.82428261944,31832.055550725836,8986.902647968043,3.6,10488.0,153939.0,90.2259052088784
2022-11-06,65592.38438593746,48025.336949436845,21080.615135533193,13940.166958893778,32197.350401662286,10960.123936701728,3.6,10619.0,154242.0,85.98864767420254
2022-11-13,66380.14164813624,41948.097389581926,20074.29171969165,12893.544674876068,35179.443867033275,9248.026592439524,3.6,10619.0,154242.0,89.16781415757633
2022-11-20,65752.74090225884,44995.8877737614,23519.241703610987,21490.661581658096,34782.51027982766,9729.788844976374,3.6,10619.0,154242.0,91.64616574409504
2022-11-27,65355.0665939722,54325.46888930672,18196.23745810446,19394.21340274791,34394.124360915645,8352.873894236593,3.6,10619.0,154242.0,97.51041873821107
2022-12-04,58469.215113214894,46900.40794037303,25389.00267372846,17070.284652942097,31026.50733200265,9549.66855903949,3.5,10876.0,154342.0,102.08534512180596
2022-12-11,66893.247351946,53677.074995969495,30942.94943544739,21899.273569495956,36804.75573419574,8936.258223984583,3.5,10876.0,154342.0,97.51737453165674
2022-12-18,68961.76855239678,53794.00866548601,23243.122647077103,18072.297464963896,43208.48306994222,9941.715188726032,3.5,10876.0,154342.0,101.03471169077747
2022-12-25,67309.71197564057,50784.637559509036,26317.109563892012,15647.560611063187,41844.506614715865,14261.559069914332,3.5,10876.0,154342.0,107.93338702965406
2023-01-01,73382.6279253147,68747.38546618453,28287.929260881145,23197.279208553162,43628.56046004597,10519.806873498906,3.5,10393.0,154776.0,111.57576804277875
2023-01-08,78925.95895146334,60876.71634922924,23359.765291824675,20641.13086949437,36003.93877115604,17947.697955301708,3.5,10393.0,154776.0,117.53227455774719
2023-01-15,90865.78695434303,46096.00871445633,27007.957624341852,16303.882948487959,34872.82354190033,13930.383409406662,3.5,10393.0,154776.0,114.30650692561072
2023-01-22,80407.53589247282,60507.844290604036,26458.12573812563,19225.356766411664,39089.59792092638,13567.254114498075,3.5,10393.0,154776.0,114.08711324197527
2023-01-29,82449.29824144502,56514.115341178935,27370.528994872722,17534.756616442148,40546.12240234762,11724.358690701854,3.5,10393.0,154776.0,118.4969580203356
2023-02-05,81504.95787599208,66634.15947354378,23476.977509507753,16358.120628695804,45389.80571706142,15071.632973210524,3.6,9846.0,155066.0,122.85647037253082
2023-02-12,69874.91060109856,57724.6074005477,27891.320574025332,23605.109919642888,34883.29603523665,12733.109198889762,3.6,9846.0,155066.0,121.764713822808
2023-02-19,84284.90394293194,62664.45715450595,30646.82514658607,26845.875189179507,48353.451813380685,14322.436474470132,3.6,9846.0,155066.0,125.31188054615532
2023-02-26,85925.32483705523,67157.70869948379,35756.95582813123,17180.22562040959,42119.82508941807,19370.7879711156,3.6,9846.0,155066.0,128.99459512601564
2023-03-05,103635.60895570063,69989.21679124846,33593.99218652725,23287.13625214762,41488.932804362135,14206.699228601306,3.5,9572.0,155134.0,131.8043890679038
2023-03-12,85780.64490294317,58143.60029997361,39808.30283969479,19829.865206737275,39515.16832716484,16819.741928639854,3.5,9572.0,155134.0,131.87838112430472
2023-03-19,89808.64483335489,63766.352662719015,25395.866664566285,20463.077207960814,37229.480031046725,13209.949389251491,3.5,9572.0,155134.0,129.22094363706063
2023-03-26,87855.57061286786,63224.24288363767,33727.78751720491,20247.45647748453,47341.95883624994,14613.115185806835,3.5,9572.0,155134.0,128.1872686949832
2023-04-02,80144.83513201211,62324.21065106936,30358.570493808038,19489.423039797763,44456.06256642804,18262.53150382916,3.4,9992.0,155375.0,129.02566995883345
2023-04-09,96377.38246985157,76875.94251787139,40408.22225550383,22239.970575896088,39028.967785158995,13475.6696791322,3.4,9992.0,155375.0,133.36385489117228
2023-04-16,93519.48420071075,68621.85499469323,25377.159563858684,19571.137893742718,38947.6613976972,18334.222611311077,3.4,9992.0,155375.0,126.74515484783284
2023-04-23,93501.60458803794,58407.981993042195,25122.851108674993,22802.465717023668,42639.05168220779,16076.234030700387,3.4,9992.0,155375.0,129.37688726805797
2023-04-30,81143.48105450791,71139.06661088196,26172.767852136916,21726.58398117036,50430.68272019311,13459.931987889977,3.4,9992.0,155375.0,126.65912190714914
2023-05-07,96718.62238123004,77907.23383558381,18346.875446676753,21007.921410570107,42411.16569688426,15747.992512223937,3.6,9310.0,155655.0,126.98216134382623
2023-05-14,76331.96223618167,70803.48132010261,26086.19811683874,18813.538932807114,37059.888025391396,16302.595511874733,3.6,9310.0,155655.0,127.65269893309485
2023-05-21,89367.79713688679,54828.62831448959,24624.26918565981,19584.635378366223,41646.92648379867,15453.586171148543,3.6,9310.0,155655.0,122.62260913939762
2023-05-28,99591.82680656001,60288.57363222011,28838.18140767776,23330.83303394981,41038.4244339544,10902.656797867447,3.6,9310.0,155655.0,121.26546770099769
2023-06-04,76224.3191374476,69970.02195514156,29428.13768333994,22292.269916213747,30791.490134914922,12405.404550577334,3.6,9191.0,155880.0,113.69561032779662
2023-06-11,78012.10476984917,57236.12486408875,36706.250488435624,17561.38148487149,40770.91497246304,13167.660875075086,,,,
2023-06-18,81429.81264334328,63212.106384674706,31662.87022017351,20481.060188220123,39442.38842303018,13306.508656421538,,,,
2023-06-25,75922.1105842505,64232.63444287395,23597.628442709287,22115.77141088134,42508.04554078563,14482.417555612006,,,,
